product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo Switch Lite - Turquoise,5.0,It’s not easy to get set up,"Reviewed in the United States on August 20, 2022",Color: Blue | Style: Lite Console,True,Granddaughter loves it. Her face really showed how much she wanted this,
Nintendo Switch Lite - Turquoise,5.0,no problems,"Reviewed in the United States 🇺🇸 on September 22, 2022",Color: Turquoise | Style: Lite Console,True,no problems,
Nintendo Switch Lite - Turquoise,5.0,Love this little thing !,"Reviewed in the United States 🇺🇸 on February 14, 2022",Color: Coral | Style: Lite Console,True, Me and my husband purchased this gadget because we both love Nintendo and we don’t have a lot time to play on TV games so this handheld is deff worth the money ! It had a lot of games and can hold about 3 games without an sd card so I’d suggest getting one but NOT THE 500 something gig cause it’ll corrupt your files but other than that I LOVE THIS PRODUCT!,5 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,Amazing!!,"Reviewed in the United States 🇺🇸 on August 8, 2022",Color: Turquoise | Style: Lite Console,True,Very happy with it definitely worth it been about 3 months now with it works amazingly,
Nintendo Switch Lite - Turquoise,3.0,For me the games are way too high & hurts eyes,"Reviewed in the United States 🇺🇸 on September 7, 2022",Color: Blue | Style: Lite Console,True,Games are way too high! It’s not as bad as other hand helds but still hurts eyes . The game features like trying to read something on the game should conform to the game console format. Also the batt life is not long at all . But does charge up fast. I send mine back so I could buy a s series. Also they won’t lower the price !,
Nintendo Switch Lite - Turquoise,3.0,DIDNT COME WITH BOX LIKE IT SAID,"Reviewed in the United States 🇺🇸 on October 19, 2022",Color: Turquoise | Style: Lite Console,True,"did not come with box like stated, was also packed poorly in only a thin layer of bubble wrap and packing peanuts in a tiny box. was also dirty upon arrival but wasnt a problem to clean.",
Nintendo Switch Lite - Turquoise,5.0,What I imagined,"Reviewed in the United States 🇺🇸 on May 1, 2022",Color: Blue | Style: Lite Console,True,"Bought the switch lite for myself, saw some of the reviews and was worried about my purchase, but luckily everything for the console works, and even the downloaded games work without wifi, will probably buy a normal switch later on down the line but this will suffice for now",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Birthday gift,"Reviewed in the United States 🇺🇸 on July 31, 2022",Color: Turquoise | Style: Lite Console,True,"Birthday gift for 8 year old granddaughter. Kids get bored easily. After one month, she barely plays with it.",
Nintendo Switch Lite - Turquoise,5.0,Fits me perfectly,"Reviewed in the United States 🇺🇸 on August 18, 2021",Color: Blue | Style: Lite Console,True," I love my switch. I am slowly coming back into gaming and I needed an in between console until I get my ps5. This was perfect for my needs. The only down side I can see is that not that many people I know have a switch so I can’t play multiplayer and they don’t have be repertoire of games. However, if your into specific games like Mario, crash, or big names like that then this is a great console to have.They also have a lot of indie games if that’s what you are into.",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Loads of fun!,"Reviewed in the United States 🇺🇸 on August 9, 2022",Color: Turquoise | Style: Lite Console,True,Light weight right size for small hands enjoying this very much.,
Nintendo Switch Lite - Turquoise,5.0,Awesome,"Reviewed in the United States 🇺🇸 on February 15, 2022",Color: Coral | Style: Lite Console,True,"I love my nintendo switch lite. I'm a bit of a gaming nerd. It came on time, no damage, brand new out of the box. And it almost had a full charge too. So I was able to set it up and download a couple games before charging it. This is also great for my son for when we're on trips because it had a parental lock on it.",
Nintendo Switch Lite - Turquoise,5.0,I LOVE THIS THING💗,"Reviewed in the United States 🇺🇸 on February 13, 2022",Color: Coral | Style: Lite Console,True,"this is my first nintendo product ever and i’m so pleased! i always wanted to play animal crossing new horizons & now i can! i’ve had this for about 3ish months. i’ve never experienced any shifting with the joysticks or anything like that, there’s really no flaws in my opinion and from what i can see😁👍ALSO. the charger is super long which comes in handy when the outlet is sooo far😂",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Que sea de buena calidad,"Reviewed in the United States 🇺🇸 on August 21, 2022",Color: Turquoise | Style: Lite Console,True,Lo utulizo para jugar y me encanta,
Nintendo Switch Lite - Turquoise,4.0,The pink is very pleasant and the buttons are a good kind of squishy,"Reviewed in the United States 🇺🇸 on July 3, 2021",Color: Coral | Style: Lite Console,True,"I absolutely love the switch lite. I use it as an indie machine, and I just leave my normal switch in the dock in my family room. It's much smaller so it's easier to hold and more comfortable for longer sessions. The dpad to me is great, it uses membranes instead of microswitches, just like the DS lite did. And the color is fantastic, I was worried the pink would be too hot or neon in person but it's a very nice matte nearly pastel pink, easy on the eyes and not too loud. I'd recommend it to anyone, especially for younger kids or as a complimentary system to a PC",
Nintendo Switch Lite - Turquoise,5.0,Happy purchase,"Reviewed in the United States 🇺🇸 on August 21, 2022",Color: Turquoise | Style: Lite Console,True,My child loves this game console!,
Nintendo Switch Lite - Turquoise,5.0,Original,"Reviewed in the United States 🇺🇸 on September 4, 2022",Color: Coral | Style: Lite Console,True,"Nuevo, muy buen producto",
Nintendo Switch Lite - Turquoise,5.0,I love it so much!,"Reviewed in the United States 🇺🇸 on May 13, 2020",Color: Coral | Style: Lite Console,True,"I was so happy that they came out with a coral version and it came sooner than my expected delivery date which is awesome.The switch lite is great bc it’s $100 cheaper than the regular. I have the regular switch but bought my own for animal crossing bc it’s apparently 1 island per switch and my guy didn’t want to share an island.PROS:- battery life lasts longer than regular switch- lighter/smaller than regular switch- cute colorsCONS:- can’t dock and play on tv- non detachable controllers- when fishing in AC you can’t feel vibration like with the regular switchNonetheless, this is still a great purchase for me considering it’s only me who’ll use this. If you want to play multiplayer games like Mario party, Mario Kart, etc the regular switch is better. (Unless you don’t mind playing alone/or playing online)",11 people found this helpful
Nintendo Switch Lite - Turquoise,4.0,Perfect gift for your children,"Reviewed in the United States 🇺🇸 on November 6, 2021",Color: Turquoise | Style: Lite Console,True,"I order this package and it came in 2 days. The over all looks are good with no scratches or a faulty screen. I’ve done research and found out that stick drift can come into play, so if your kid isn’t gentle on the controls, this may become a 200$ issue, so I’d recommend buying the regular switch instead, it may be more expensive but at-least you can replace your controllers if the need arises.",
Nintendo Switch Lite - Turquoise,5.0,As expected despite negative reviews,"Reviewed in the United States 🇺🇸 on March 25, 2022",Color: Turquoise | Style: Lite Console,True,"It came in a perfectly packaged box, with the charger in perfect condition, no scratches or defects, I was able to login to my old account and re-download EVERYTHING, the only complaint I have is that it took a week to deliver but considering these are in high demand, it's not that big of a deal.",One person found this helpful
Nintendo Switch Lite - Turquoise,5.0,Nintendo,"Reviewed in the United States 🇺🇸 on September 2, 2022",Color: Blue | Style: Lite Console,True,Todo bien,
Nintendo Switch Lite - Turquoise,5.0,Switch,"Reviewed in the United States 🇺🇸 on July 28, 2022",Color: Turquoise | Style: Lite Console,True,My 15 year old loves it!!!  He is very happy with it!!!,
Nintendo Switch Lite - Turquoise,5.0,Beautiful Color,"Reviewed in the United States on June 4, 2022",Color: Blue | Style: Lite Console,True,My nephew loves everything about this Nintendo Switch Lite! The best part I told the shipper it was for his birthday and they rushed so we could be sure he received it in time.,
Nintendo Switch Lite - Turquoise,5.0,Nice,"Reviewed in the United States on July 18, 2022",Color: Turquoise | Style: Lite Console,True,It is so mini and cute but also great for gaming on the go.,
Nintendo Switch Lite - Turquoise,5.0,Love nintendo,"Reviewed in the United States on July 31, 2022",Color: Blue | Style: Lite Console,True,Nintendo is a great product but I never received it.,
Nintendo Switch Lite - Turquoise,5.0,Very good condition for the price,"Reviewed in the United States on August 20, 2022",Color: Blue | Style: Lite Console,True,Really happy with the conditions,
Nintendo Switch Lite - Turquoise,5.0,Happy kid!,"Reviewed in the United States on July 30, 2022",Color: Coral | Style: Lite Console,True,Very fast delivery. I'm pleased with my purchase. Thank you.,
Nintendo Switch Lite - Turquoise,5.0,Quarantine Starter Kit,"Reviewed in the United States on June 25, 2021",Color: Turquoise | Style: Lite Console,True,"I probably would have never bought this if it weren't for quarantine/ life during 2020. But here we are and I'm writing a review. This was one of the best purchases I made during this pandemic. And Yes I bought it for Animal Crossing. Also a purchase I don't regret. This was very portable, as in, I went from my living room to the bedroom or porch with it. Because, pandemic.... Now that restrictions have been lifted, I find my self still using the device, so clearly it has made an ever lasting impression on me. So in-conclusion, BUY ONE. NOW!",
Nintendo Switch Lite - Turquoise,4.0,Great for a single unit but not worth having a second switch.,"Reviewed in the United States on May 5, 2020",Color: Turquoise | Style: Lite Console,True,"I already have the full size switch and was hoping for something more compact for travel.  The lite is great but it is not worth the hassle of having two switches especially if you switch between them regularly as the unit that is not the primary will constantly require an internet connection to see if the game is playable.  I think Nintendo could find a better way to do this as it is really inconvenient if I have to find an internet connection just to play my games.  With the full size switch the connector at the bottom makes sense for docking even if it is annoying but Nintendo should have used the opportunity to put it in a better location. It is absurd that they still, even after all of the comments on the original switch, did not included bluetooth audio capability.",
Nintendo Switch Lite - Turquoise,5.0,Perfect,"Reviewed in the United States on April 27, 2022",Color: Coral | Style: Lite Console,True,"Exactly what I wanted , I only use it to play animal crossings and I like the lite because it’s perfect for holding and playing while sitting on the sofa etc. and no problems with quality of product !",
Nintendo Switch Lite - Turquoise,5.0,My daughter loves her nitindo lite.,"Reviewed in the United States on January 6, 2022",Color: Coral | Style: Lite Console,True,This product was bought for my daughter for Christmas and she was so excited. She loves her nitindo lite. It's her favorite gift that she received and she has played it everyday since she has had it. Thank you so much. It was hard to find one because it was sold out in other stores. Your company had it and as a parent l am so greatful. Sincerely Latonya Connelly,
Nintendo Switch Lite - Turquoise,5.0,Well worth it even if you're not a big Nintendo person,"Reviewed in the United States on July 18, 2021",Color: Blue | Style: Lite Console,True,"So much fun, well made, fits decently in my hands (grown adult male).Battery life is adequate but not wonderful. My only issue is fixable with wearing blue light filter glasses, but Switch Lite does not offer a native on-board blue light filter.Using the clear grip protector not only helps protect it from drops but it makes holding the console exponentially easier.Very happy with the purchase even though I'm not much of a Nintendo person (at least not since the early 90s) - many games available, including ""great deals"" content.",
Nintendo Switch Lite - Turquoise,5.0,Amazing Nintendo Switch Lite,"Reviewed in the United States on February 9, 2022",Color: Blue | Style: Lite Console,True,"If you’re looking to buy a nintendo switch for yourself or for someone special, you have stopped at the right place. The Nintendo came in good condition with a fast delivery. It has a really nice touch and texture able to game for hours. In love with the blue/purple color! I recommend purchasing this. Money’s worth!",2 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,Prepare  to buy another one,"Reviewed in the United States on January 23, 2022",Color: Blue | Style: Lite Console,True,"I'd bought it for my four year nephew. It's a nice game, but his one year old sister keeps crying for it.  I promise you she has plenty of toys to play with, but she wants his nintento switch lite, bad. So his mother put it up until she can afford to buy the one year old one.",
Nintendo Switch Lite - Turquoise,5.0,Great Handheld - Unfortunate Timing,"Reviewed in the United States on March 24, 2020",Color: Turquoise | Style: Lite Console,True," I bought this Switch Lite so that I could play Animal Crossing. The console itself was awesome. Great display and great weight. I unfortunately had a run in with joycon issues (video attached). As of the time I write this review, Nintendo does not support save transfers for Animal Crossing so I decided to return the Switch Lite for a refund and purchase a regular Switch so that I may use workarounds for potential controller issues if they arise. I'm thankful I was only a few days into Animal Crossing and still within my return window for this device.Do not let this deter you from purchasing a Lite if that's what you really want. This is a great portable and cheaper alternative to the Switch. I was just unlucky.",9 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,Grate,"Reviewed in the United States on July 16, 2022",Color: Coral | Style: Lite Console,True,This is so fun to play with I get addicted.,
Nintendo Switch Lite - Turquoise,5.0,Switch on the go,"Reviewed in the United States on December 17, 2020",Color: Turquoise | Style: Lite Console,True,"My daughter really loves the Switch Lite.  We have the normal Switch she shares with her brother.  Now they can play independently if they like.  The only downside is more a Nintendo policy, they do not have anything like a family library to share.  As a parent since I purchased the kids games they are linked to my Nintendo account.  Games will have to be repurchased under one of the child accounts in order for both kids to play any game at the same time.  Just so that you are aware of this problem from Nintendo for any family like my own that wanted this as a second Switch.",
Nintendo Switch Lite - Turquoise,1.0,"DON'T BUY IT, BECAUSE IF YOU HAVE ANY ISSUES, IT WILL NOT BE RESOLVED HERE.","Reviewed in the United States on April 7, 2023",Color: Blue | Style: Lite Console,True,"My son had this switch for a month and half, it has stop working. The screen is completely blank, and it will not charge. I don't have the option to return the item back to Amazon, so I did an online chat with Amazon associate, and then the Amazon customer representative connected me to Nintendo customer service representative still no help. Nintendo rep said I would have to mail the switch in for repair, then when he was reading the term and agreement, stated I may be a charge to repair it, and it has warrant on it.",
Nintendo Switch Lite - Turquoise,5.0,What a pleasant surprise!!!,"Reviewed in the United States on November 17, 2021",Color: Coral | Style: Lite Console,True,"I was not expecting this to arrive until sometime next week. It arrived TODAY! after purchasing on Monday. I opened the box to make sure everything came intact and brand new as described. Everything seems true to the description 100 percent. I just hope when it comes time to play it actually works. As I bought this for my daughter for Christmas, we have a long way to go before finding out. However, I am pleased with the delivery and the product.",
Nintendo Switch Lite - Turquoise,5.0,A lot of issues with shipping. Otherwise Great!,"Reviewed in the United States on April 6, 2022",Color: Turquoise | Style: Lite Console,True,"I had several issues with shipping. Not a huge problem however when the item is going to be late due to ""back order"" it should be stated before the buyer purchases it. Otherwise very very happy with it!!!",One person found this helpful
Nintendo Switch Lite - Turquoise,2.0,Do not buy from the seller Always Innovating!,"Reviewed in the United States on December 31, 2021",Color: Blue | Style: Lite Console,True,"Do not order from seller Always Innovating!My 10 year old has been asking for a Nintendo Switch Lite for a couple years now, and I got him one for his big present this Christmas. It came half charged- not a problem- and my son started using it right away, because he was so excited about finally getting it. Once the battery ran low, we plugged it in, and realized it wasn't charging. We tried to charge it with my stepson's Nintendo switch cord- nothing. We used my son's cord to test charge my stepson's Nintendo Switch- the cord works, so that means the charging port in the Nintedo Switch Lite my son got, came broken. Okay, time to contact the seller.Once I contacted the seller and explained the situation, they ghosted me. I cannot find a place near me that can fix my son's new Nintendo Switch Lite, and for what I gather, I can send it away and pay $100 plus shipping, handling and insurance in hopes to get it fixed at a repair place. I will probably have to buy my son a new one, which will cost only slightly more than finding a place to repair it and all the fees included.From what I saw, it's awesome. My son played the games and loved it, fun and easy to use, just what he wanted.The seller, Always Innovating, not so much. They sent me an unchargeable Nintendo Switch Lite and then ghosted me when I complained. Not cool! Do not order from Always Innovating!",
Nintendo Switch Lite - Turquoise,5.0,It's a nice system,"Reviewed in the United States on January 26, 2020",Color: Turquoise | Style: Lite Console,True,"I really like the switch lite. I have an original switch as well and honestly I kind of prefer the lite to the original. The lite doesn't dock and connect to the tv but I'm fine with that. I bought one because my wrists don't like supporting weight and my original switch hurt too much when using it in handheld for more than a few minutes. It's much lighter, easier to hold, and is more portable than the original due to it's slightly smaller size/lighter weight.  Setting up a lite if you have a switch already can be confusing, but there are lots of tutorials online and once we got it figured out it wasn't a problem. It's a decent system. I'd recommend it if you plan on traveling a lot with it or don't care about playing on your tv.",
Nintendo Switch Lite - Turquoise,5.0,Amazing!,"Reviewed in the United States 🇺🇸 on February 24, 2022",Color: Coral | Style: Lite Console,True,"Best gift ive ever given! Bought for my gf for valentines day and she hasnt put it down since! She loves cooking mama, and some other third party games! Great color too, i would give this 1,000,000 stars if i could 🙂 Highly reccomend",
Nintendo Switch Lite - Turquoise,5.0,An amazing alternative to the original Switch,"Reviewed in the United States 🇺🇸 on May 4, 2020",Color: Turquoise | Style: Lite Console,True,"Pros+ Lightweight and slim for easy transport+ Great quality display+ D-Pad is far more effective without needing to replace the original Switch's casing and voiding warranties+ That feeling that the controllers were gonna snap from holding the switch with one hand is gone+ Feels sturdy like many Nintendo products+ The material they used for the case has a really nice texture+ There are no performance issuesCons- Obviously, any games that require separated controllers won't be compatible initially- Battery life is noticeably small; I have to remember to check the battery every few hours to play on the chargerSuper Pros++ I've been using it to play Animal Crossing: New Horizon non-stop; Super effective escapism during the Coronavirus lockdowns.",5 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,Kids fighting over the main switch?,"Reviewed in the United States 🇺🇸 on June 29, 2020",Color: Turquoise | Style: Lite Console,True,Kids fighting over the main switch?Solution: Buy another oneOk it its very first world issue.But my two eldest kids keep fighting over the 1 switch... so the deal? Bring me good grades (at least the middle child) and you get a prize... this was the gift that gives back.Get a Switch Lite and:- Fighting stops- Kiddos play with each other and develops more coop playAlso I did install and link the systems to my parental app so I can view what they are doing and for how long and can limit their play times.So all in all worth my sanity and time back and focus on work from home -WoooooooooT!,
Nintendo Switch Lite - Turquoise,5.0,Nintendo switch lite,"Reviewed in the United States 🇺🇸 on April 2, 2021",Color: Coral | Style: Lite Console,True,I am not a big fan of game consoles. My kids were not allowed to have game systems. My brother had to ask me if he could give my kids his old ps3.  What was I thinking.  I bought my daughter the Xbox one and went on a shopping spree and bought myself the Nintendo switch lite in the pink color. I absolutely love this thing.  Bring back old memories from when I was a kid playing video games with my cousins. Also came in a timely manner with Amazon prime.  Great item. Definitely recommend.,
Nintendo Switch Lite - Turquoise,2.0,Unfortunately broken,"Reviewed in the United States 🇺🇸 on April 17, 2023",Color: Coral | Style: Lite Console,True,The one I got was malfunctioning and I had to return it because it would not turn on.,
Nintendo Switch Lite - Turquoise,5.0,Cute handheld,"Reviewed in the United States 🇺🇸 on April 15, 2020",Color: Coral | Style: Lite Console,True,"I pre-ordered the coral Switch Lite mostly so I could play Animal Crossing. The charge is good for hours of play and the screen quality is amazing. I have a Switch and compared to that one, I do like the smaller size and the D-pad. I also love the color!However, there was one incident where the battery drained completely as I kept neglecting to charge it - I thought it died all the way. A small symbol indicating a battery needing charge even though the charger was plugged in showed up instead of the home screen. After looking up solutions, the one that worked was holding the power button down for ~12 seconds, then on the next tap of the power button, it should start up. Aside from this, I really enjoy it!",
Nintendo Switch Lite - Turquoise,5.0,My grandson loves it,"Reviewed in the United States 🇺🇸 on August 8, 2022",Color: Blue | Style: Lite Console,True,Nothing,
Nintendo Switch Lite - Turquoise,5.0,Love it!!!,"Reviewed in the United States 🇺🇸 on April 20, 2022",Color: Coral | Style: Lite Console,True,I love it. It’s so light weight. I got it as a gift and I love video games. It fits in my bag and the battery life is pretty good.,
Nintendo Switch Lite - Turquoise,5.0,It was a gift and she absolutely loves it!!,"Reviewed in the United States 🇺🇸 on April 5, 2022",Color: Turquoise | Style: Lite Console,True,My fiancé wanted a game she could play on the road and still play with the kids without carrying a bunch of stuff. Switch was the perfect answer since the boys all had one.,
Nintendo Switch Lite - Turquoise,3.0,I mean it works,"Reviewed in the United States 🇺🇸 on April 21, 2022",Color: Turquoise | Style: Lite Console,True,"It was listed as Used-Good and probably would barely qualify as Used -Acceptable. The port for the charger is cracked in two places, there’s two noticeable deep scratches in the screen and the trigger buttons on top are crusty like something sticky was spilled on this and never cleaned off. It was only $30 cheaper than retail and I got a quality of product that would be on Facebook market place. So frustrating! I should’ve just bought it full price from Nintendo.",
Nintendo Switch Lite - Turquoise,5.0,Awesome!,"Reviewed in the United States 🇺🇸 on July 19, 2022",Color: Blue | Style: Lite Console,True,My son loves this!,
Nintendo Switch Lite - Turquoise,5.0,Love my switch lite,"Reviewed in the United States 🇺🇸 on February 10, 2022",Color: Coral | Style: Lite Console,True,I’m a mom who loves animal crossing lol- so I bought this to have my own switch to play animal crossing on! It’s so fun and If you too are an animal crossing lover I highly recommend the Happy Homes Paradise expansion pack! It’s pretty fun!,
Nintendo Switch Lite - Turquoise,5.0,Gifts for Grandson’s,"Reviewed in the United States 🇺🇸 on July 11, 2022",Color: Blue | Style: Lite Console,True,They Love this hand held game,
Nintendo Switch Lite - Turquoise,5.0,"100000/10 <<<<<——- yes it’s really that dope, read review !","Reviewed in the United States 🇺🇸 on February 14, 2021",Color: Coral | Style: Lite Console,True,"My main gaming system ! Fortnite on here is a whole different experience. The best purchase I’ve ever made. I play it daily , battery life is amazing. Not much system storage but I got a sd card and I am packed with games now. My two largest games are fortnite and mortal kombat 11 ❤️ The pink color is so cute and girly ! Give me old school PSP meets DS vibes (because it is touch screen as well). With 4K resolution all games are crystal clear brightness and sound are amazing as well. The portability is the best.",2 people found this helpful
Nintendo Switch Lite - Turquoise,4.0,Like it but...,"Reviewed in the United States 🇺🇸 on January 1, 2022",Color: Turquoise | Style: Lite Console,True,Got it a day quick and I know it was used but the screen was a bit scratched and there was some scuff marks above the screen.,
Nintendo Switch Lite - Turquoise,5.0,Love how much less it weighs compared to regular switch,"Reviewed in the United States 🇺🇸 on July 23, 2022",Color: Turquoise | Style: Lite Console,True,Love it ❤️,
Nintendo Switch Lite - Turquoise,1.0,Do Not Buy Amazon Refurbished - Buy Your Nintendo Products Elsewhere,"Reviewed in the United States 🇺🇸 on November 24, 2021",Color: Turquoise | Style: Lite Console,True,"I cannot review the Nintendo Switch Lite as the Amazon Refurbished console was delivered dead on arrival.The product arrived on time, well packaged, and in its original box.  Upon unboxing the Switch itself, numerous visible scratches and gouges on the screen/throughout the product were visible. It was delivered in ""Used - Good"" condition, definitely not ""Refurbished"". I would not have returned the product for these defects alone, however the Switch Lite unit was not capable of powering on. Though I could feel the mild heat generated from charging a few hours, the charge indicator never displayed on the screen nor would the product power on (no sound or on-screen display). I followed the Nintendo and Amazon troubleshooting recommendations with no luck.After nearly an hour with Amazon Customer Support I was told, though they have inventory available, they would not send me a replacement!!! They refused to explain it other than their system wouldn't let them process the replacement and their leadership has informed them to refuse replacements for this product.  My only guess for this horrendous customer treatment would be that the price has gone up between my time of purchase and the time I received the defective product. Overall the Customer Support Reps were kind, but extremely unhelpful.It is clear that this product was not refurbished and never even checked by Amazon to ensure that it functioned as they advertised before shipping. I would suggest steering clear of any Amazon Refurbished products and go with a more reputable retailer that stands by their commitment to customers when purchasing refurbished or used electronics.I could go on and on about the horrible Amazon service and how they are forcing me to pay for my own packaging to ship the games/accessories I bought with the defective Switch console separately (even though Amazon shipped them in one box), but I think you get it. Steer clear from Amazon for Nintendo and other name-brand electronics!",3 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,My grandson loves the turquoise color and playing with Mom and Dad on it,"Reviewed in the United States 🇺🇸 on January 16, 2022",Color: Turquoise | Style: Lite Console,True,"The turquoise color helps everyone to be able to find it when lost. Hours of great fun and family time is what my grandson and his Mom and Dad are enjoying. Of course, they cook together and go walks together, too. Not just couch time on tech. ;-)",
Nintendo Switch Lite - Turquoise,5.0,Got it for kid,"Reviewed in the United States 🇺🇸 on June 18, 2022",Color: Coral | Style: Lite Console,True,She loves it and uses it all the time. Shipped fast!,
Nintendo Switch Lite - Turquoise,3.0,Wrong color,"Reviewed in the United States 🇺🇸 on May 21, 2022",Color: Turquoise | Style: Lite Console,True,"The device itself is perfect and works perfectly, but Amazon sent the wrong color!!! It was a much anticipated gift and my daughter decided to keep the colored (coral) they sent instead of messing with the hassle of a return for the turquoise one. On a side not even the barcode sticker on the box says turquoise but it's clearly a coral colored one.",
Nintendo Switch Lite - Turquoise,5.0,Great for on the go gaming and very pocket friendly!,"Reviewed in the United States on February 1, 2022",Color: Blue | Style: Lite Console,True,This system is great if you’re on the go a lot and don’t really need to play on the TV.  Whatever version of the Switch you choose you’re still going to get access to a stellar line up of games old and new!,
Nintendo Switch Lite - Turquoise,4.0,Fun!,"Reviewed in the United States on October 7, 2019",Color: Turquoise | Style: Lite Console,True,I Purchased the original switch for my grandchildren to play when they came to my houseThey like to play it enough that I decided to buy Nintendo switch light for them for Christmas at their houseI had emailed Nintendo asking them before I bought it if I could transfer the data that I had purchased on the original switch to the switch light and never got a reply so I was a little concerned about buying itOnce I received the Nintendo switch light I went into set up which was really easy to do and it allowed me to download the purchases I had made on the original switchSo now they can play all the games on the switch light that we have on the original switch which is amazing and save me hundreds of dollars on games.,One person found this helpful
Nintendo Switch Lite - Turquoise,4.0,GREAT QUALITY!!!,"Reviewed in the United States on February 21, 2021",Color: Coral | Style: Lite Console,True,I was so hyped to get my switch lite!!! It came safe and sound. Although it was a day late! Still worth it though. It was perfectly new. No fingerprints it did not look like it had been opened or touched by anyone. Which was my concern because a lot of people were saying that it was not brand new! The battery life isn't great but I can work with that. The sound and quality is fantastic!!! It runs smoothly with zero problems so far. I would buy again 100%!,
Nintendo Switch Lite - Turquoise,5.0,Great Purchase!,"Reviewed in the United States on February 14, 2022",Color: Turquoise | Style: Lite Console,True,"Our granddaughter really enjoys this Nintendo Switch Lite she received for Christmas.  It was after Christmas when I got it, because a few other orders I made didn't work out for various reasons.  So, she was happy when it came.",
Nintendo Switch Lite - Turquoise,4.0,"A ""Liter"" Switch","Reviewed in the United States on October 23, 2019",Color: Turquoise | Style: Lite Console,True,"This is a great version of the Nintendo Switch! It's definitely aimed at people like myself who only have an interest in playing the Switch portably and wish to not have the bulk that comes with the OG (Model 1 or Model 2) Switch.Sure, we Switch Lite users can't play certain games (like Super Mario Party or 1-2-Switch), but it's still only a handful of games.I've been able to play Super Mario Odyssey, Super Smash Bros, Poken Tournament, Tetris 99, and Rayman: Legends Definitive Edition all pretty flawlessly.I'd recommend this mainly to people who were on the fence about the Switch like I was. It's still not a bad idea as a companion piece to your OG Switch, however. I just think a former non-Switch owner would get more use out of it.",2 people found this helpful
Nintendo Switch Lite - Turquoise,5.0,AMAZING PRODUCT,"Reviewed in the United States on May 23, 2022",Color: Turquoise | Style: Lite Console,True,It works great and hasn’t had any issues so far with working it or setting up!! Amazing products😁,
Nintendo Switch Lite - Turquoise,5.0,Take the chance!,"Reviewed in the United States on December 31, 2021",Color: Turquoise | Style: Lite Console,True,"Honestly I was a little skeptical about buying this because of the low price and the used cosmetic condition. However, it looks absolutely brand new! The only thing that seemed different is that the color seems more lighter and vibrant in the color photos than in real life. 10/10 would recommend :)",
Nintendo Switch Lite - Turquoise,4.0,great condition,"Reviewed in the United States on April 7, 2022",Color: Turquoise | Style: Lite Console,True,the product was like new no cosmetic defects,
Nintendo Switch Lite - Turquoise,5.0,Birthday Present,"Reviewed in the United States on June 16, 2022",Color: Blue | Style: Lite Console,True,"Have not given yet, but he certainly wants it!",
Nintendo Switch Lite - Turquoise,5.0,Nice,"Reviewed in the United States on May 8, 2022",Color: Blue | Style: Lite Console,True,Not a bad price.. and was able to get it when a lot of stores were out of them,
Nintendo Switch Lite - Turquoise,4.0,Nintendo switch,"Reviewed in the United States on January 26, 2022",Color: Blue | Style: Lite Console,True,"My son likes it very much, Say`s that it is light to hold and easy to work.",
Nintendo Switch Lite - Turquoise,5.0,Great,"Reviewed in the United States on April 4, 2022",Color: Coral | Style: Lite Console,True,I really love how easy and light weight it is. I've had this for awhile and it still works like its new. Would definitely recommend.,
Nintendo Switch Lite - Turquoise,4.0,We all won in the end.,"Reviewed in the United States on June 3, 2020",Color: Turquoise | Style: Lite Console,True,"Lost a star for price gouging.Still got 4 for it not being as bad as others; and for arriving a day early with the box in ok condition. (It was in a box itself so this happened before shipping)As for the Switch itself, my daughter absolutely is in heaven with it right now. It has tons of games she likes from the Ps4 and tons more she hasn't even heard of. Plus she loves Pokémon and this is the system for that! Now I can play my Playstation in peace!So since we all got what we wanted in the end, I'll only complain a little, lol.",
Nintendo Switch Lite - Turquoise,4.0,Its what you expected,"Reviewed in the United States on June 2, 2020",Color: Coral | Style: Lite Console,True,"If you have a normal switch don't bother buying this. If you don't have a normal switch or is thinking of either buying the normal switch vs this, get the normal switch. If you're looking for a HANDHELD only and actually TRAVEL while playing this switch is perfect because of how light it is. I have both systems and the 100$ difference is very noticeable. The switch lites buttons are wobbly(reminds me of 3ds), the sticks are not as sturdy, the screen is almost soft plastic (must buy screensaver). All in all its  what you expected of a downgraded version, I bought 2 switch lites and I love them.",
Nintendo Switch Lite - Turquoise,5.0,Perfect and exactly what I wanted,"Reviewed in the United States on March 22, 2022",Color: Turquoise | Style: Lite Console,True,I wanted something to take to work with me to help fill the down time. I haven’t play Nintendo in years and this hits the nostalgia spot head on!,
Nintendo Switch Lite - Turquoise,5.0,Great gaming device,"Reviewed in the United States on June 24, 2022",Color: Coral | Style: Lite Console,True,Great gaming device for the value,
